,period,actual,predicted,sector,feild
5,03-2025,,2547.3237,Other,Sales
6,04-2025,,2820.749,Other,Sales
7,05-2025,,2780.4653,Other,Sales
8,06-2025,,2687.1626,Other,Sales
9,07-2025,,2763.0127,Other,Sales
10,08-2025,,2648.9697,Other,Sales
11,09-2025,,2773.2295,Other,Sales
12,10-2025,,2697.5125,Other,Sales
13,11-2025,,2667.5112,Other,Sales
14,12-2025,,2760.8162,Other,Sales
15,01-2026,,2696.0593,Other,Sales
16,02-2026,,2751.2207,Other,Sales
17,03-2026,,2729.3354,Other,Sales
18,04-2026,,2727.158,Other,Sales
19,05-2026,,2757.2214,Other,Sales
20,06-2026,,2702.4407,Other,Sales
21,07-2026,,2733.9294,Other,Sales
22,08-2026,,2716.8909,Other,Sales
23,09-2026,,2707.295,Other,Sales
3,01-2001,168.12961,176.93553,Other,Revenue
8,02-2001,189.01616,184.07033,Other,Revenue
13,03-2001,178.19347,197.60239,Other,Revenue
18,04-2001,168.60382,192.84938,Other,Revenue
23,05-2001,194.9195,167.49918,Other,Revenue
28,06-2001,206.05244,158.22968,Other,Revenue
33,07-2001,177.00162,146.14728,Other,Revenue
38,08-2001,252.56633,170.12076,Other,Revenue
43,09-2001,197.57007000000002,158.7954,Other,Revenue
83,05-2002,172.18713,175.9882,Other,Revenue
0,10-2024,,147.97964,Other,Revenue
1,11-2024,,147.97964,Other,Revenue
2,12-2024,,147.97964,Other,Revenue
3,01-2025,,147.97964,Other,Revenue
4,02-2025,,177.20734,Other,Revenue
5,03-2025,,166.5792,Other,Revenue
6,04-2025,,166.41101,Other,Revenue
7,05-2025,,169.40173,Other,Revenue
8,06-2025,,175.85617,Other,Revenue
9,07-2025,,172.889,Other,Revenue
10,08-2025,,172.80159,Other,Revenue
11,09-2025,,175.42412,Other,Revenue
12,10-2025,,175.93886,Other,Revenue
13,11-2025,,174.50887,Other,Revenue
14,12-2025,,175.19545,Other,Revenue
15,01-2026,,175.80028,Other,Revenue
16,02-2026,,175.12901,Other,Revenue
17,03-2026,,174.83136,Other,Revenue
18,04-2026,,175.20427,Other,Revenue
19,05-2026,,175.05507,Other,Revenue
20,06-2026,,174.75847,Other,Revenue
21,07-2026,,174.8616,Other,Revenue
22,08-2026,,174.95409,Other,Revenue
23,09-2026,,174.82968,Other,Revenue
3,01-2001,2797,2751.4692,Other,Customer
8,02-2001,2716,2791.9119,Other,Customer
13,03-2001,2664,2910.7207,Other,Customer
18,04-2001,2479,2887.077,Other,Customer
23,05-2001,2781,2712.299,Other,Customer
28,06-2001,2758,2571.3542,Other,Customer
33,07-2001,2503,2727.2942,Other,Customer
38,08-2001,3576,2725.5488,Other,Customer
43,09-2001,3310,2669.1138,Other,Customer
83,05-2002,2598,2766.7715,Other,Customer
0,10-2024,,2929.4434,Other,Customer
1,11-2024,,2624.0693,Other,Customer
2,12-2024,,2676.9658,Other,Customer
3,01-2025,,2624.0693,Other,Customer
4,02-2025,,2803.2046,Other,Customer
5,03-2025,,2488.0532,Other,Customer
6,04-2025,,2708.494,Other,Customer
7,05-2025,,2794.5005,Other,Customer
8,06-2025,,2754.0286,Other,Customer
9,07-2025,,2786.1526,Other,Customer
10,08-2025,,2707.929,Other,Customer
11,09-2025,,2793.9001,Other,Customer
12,10-2025,,2766.091,Other,Customer
13,11-2025,,2725.917,Other,Customer
14,12-2025,,2748.6794,Other,Customer
15,01-2026,,2726.4954,Other,Customer
16,02-2026,,2757.0107,Other,Customer
17,03-2026,,2744.0505,Other,Customer
18,04-2026,,2738.4272,Other,Customer
19,05-2026,,2754.7463,Other,Customer
20,06-2026,,2744.2903,Other,Customer
21,07-2026,,2752.5942,Other,Customer
22,08-2026,,2745.883,Other,Customer
23,09-2026,,2744.6843,Other,Customer
